Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name
1/31/15,AQS,60370016,3,12,ug/m3 LC,50,Glendora
2/1/15,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
2/2/15,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
2/3/15,AQS,60370016,3,21,ug/m3 LC,70,Glendora
2/4/15,AQS,60370016,3,41.7,ug/m3 LC,116,Glendora
2/5/15,AQS,60370016,3,37,ug/m3 LC,105,Glendora
2/6/15,AQS,60370016,3,32.3,ug/m3 LC,93,Glendora
2/7/15,AQS,60370016,3,25.2,ug/m3 LC,79,Glendora
2/8/15,AQS,60370016,3,10.8,ug/m3 LC,45,Glendora
2/9/15,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
2/10/15,AQS,60370016,3,9.3,ug/m3 LC,39,Glendora
2/11/15,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
2/12/15,AQS,60370016,3,5.7,ug/m3 LC,24,Glendora
2/13/15,AQS,60370016,3,6,ug/m3 LC,25,Glendora
2/14/15,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
2/15/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
2/16/15,AQS,60370016,3,21.4,ug/m3 LC,71,Glendora
2/17/15,AQS,60370016,3,33.4,ug/m3 LC,96,Glendora
2/18/15,AQS,60370016,3,35.8,ug/m3 LC,102,Glendora
2/19/15,AQS,60370016,3,39.8,ug/m3 LC,112,Glendora
2/20/15,AQS,60370016,3,41.3,ug/m3 LC,115,Glendora
2/21/15,AQS,60370016,3,20.9,ug/m3 LC,70,Glendora
2/22/15,AQS,60370016,3,11.6,ug/m3 LC,48,Glendora
2/23/15,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
2/24/15,AQS,60370016,3,8.6,ug/m3 LC,36,Glendora
2/25/15,AQS,60370016,3,11.1,ug/m3 LC,46,Glendora
2/26/15,AQS,60370016,3,15.6,ug/m3 LC,58,Glendora
2/27/15,AQS,60370016,3,16.9,ug/m3 LC,61,Glendora
2/28/15,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
3/1/15,AQS,60370016,3,7.6,ug/m3 LC,32,Glendora
3/2/15,AQS,60370016,3,6.9,ug/m3 LC,29,Glendora
3/3/15,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
3/4/15,AQS,60370016,3,9.1,ug/m3 LC,38,Glendora
3/5/15,AQS,60370016,3,9.4,ug/m3 LC,39,Glendora
3/6/15,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
3/7/15,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
3/8/15,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
3/9/15,AQS,60370016,3,24.4,ug/m3 LC,77,Glendora
3/10/15,AQS,60370016,3,15.1,ug/m3 LC,57,Glendora
3/11/15,AQS,60370016,3,16.5,ug/m3 LC,60,Glendora
3/12/15,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
3/13/15,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
3/14/15,AQS,60370016,3,5.1,ug/m3 LC,21,Glendora
3/15/15,AQS,60370016,3,7.2,ug/m3 LC,30,Glendora
3/16/15,AQS,60370016,3,7.2,ug/m3 LC,30,Glendora
3/17/15,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
3/18/15,AQS,60370016,3,15.2,ug/m3 LC,58,Glendora
3/19/15,AQS,60370016,3,15.9,ug/m3 LC,59,Glendora
3/20/15,AQS,60370016,3,23.3,ug/m3 LC,75,Glendora
3/21/15,AQS,60370016,3,24.5,ug/m3 LC,77,Glendora
3/22/15,AQS,60370016,3,19.8,ug/m3 LC,67,Glendora
3/23/15,AQS,60370016,3,15.2,ug/m3 LC,58,Glendora
3/24/15,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
3/25/15,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
3/26/15,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
3/27/15,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
3/28/15,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
3/29/15,AQS,60370016,3,17.1,ug/m3 LC,62,Glendora
3/30/15,AQS,60370016,3,19.1,ug/m3 LC,66,Glendora
3/31/15,AQS,60370016,3,22.6,ug/m3 LC,73,Glendora
4/1/15,AQS,60370016,3,22.4,ug/m3 LC,73,Glendora
4/2/15,AQS,60370016,3,16.6,ug/m3 LC,60,Glendora
4/3/15,AQS,60370016,3,11.3,ug/m3 LC,47,Glendora
4/4/15,AQS,60370016,3,9.1,ug/m3 LC,38,Glendora
4/5/15,AQS,60370016,3,14.1,ug/m3 LC,55,Glendora
4/6/15,AQS,60370016,3,10.4,ug/m3 LC,43,Glendora
4/7/15,AQS,60370016,3,8.7,ug/m3 LC,36,Glendora
4/8/15,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
4/9/15,AQS,60370016,3,10,ug/m3 LC,42,Glendora
4/10/15,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
4/11/15,AQS,60370016,3,13.9,ug/m3 LC,55,Glendora
4/12/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
4/13/15,AQS,60370016,3,19.5,ug/m3 LC,67,Glendora
4/14/15,AQS,60370016,3,20.3,ug/m3 LC,68,Glendora
4/15/15,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
4/16/15,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
4/17/15,AQS,60370016,3,10.7,ug/m3 LC,45,Glendora
4/18/15,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
4/19/15,AQS,60370016,3,29.8,ug/m3 LC,88,Glendora
4/20/15,AQS,60370016,3,19.1,ug/m3 LC,66,Glendora
4/21/15,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
4/22/15,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
4/23/15,AQS,60370016,3,14.3,ug/m3 LC,56,Glendora
4/24/15,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
4/25/15,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
4/26/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
4/27/15,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
4/28/15,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
4/29/15,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
4/30/15,AQS,60370016,3,9,ug/m3 LC,38,Glendora
5/1/15,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
5/2/15,AQS,60370016,3,14.6,ug/m3 LC,56,Glendora
5/3/15,AQS,60370016,3,18.6,ug/m3 LC,65,Glendora
5/4/15,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
5/5/15,AQS,60370016,3,13.3,ug/m3 LC,54,Glendora
5/6/15,AQS,60370016,3,12.5,ug/m3 LC,52,Glendora
5/7/15,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
5/8/15,AQS,60370016,3,10.1,ug/m3 LC,42,Glendora
5/9/15,AQS,60370016,3,17,ug/m3 LC,61,Glendora
5/10/15,AQS,60370016,3,18.4,ug/m3 LC,64,Glendora
5/11/15,AQS,60370016,3,17,ug/m3 LC,61,Glendora
5/12/15,AQS,60370016,3,14.9,ug/m3 LC,57,Glendora
5/13/15,AQS,60370016,3,17.7,ug/m3 LC,63,Glendora
5/14/15,AQS,60370016,3,9.7,ug/m3 LC,40,Glendora
5/15/15,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
5/16/15,AQS,60370016,3,12.8,ug/m3 LC,52,Glendora
5/17/15,AQS,60370016,3,14.1,ug/m3 LC,55,Glendora
5/18/15,AQS,60370016,3,13,ug/m3 LC,53,Glendora
5/19/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
5/20/15,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
5/21/15,AQS,60370016,3,10.9,ug/m3 LC,45,Glendora
5/22/15,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
5/23/15,AQS,60370016,3,10.9,ug/m3 LC,45,Glendora
5/24/15,AQS,60370016,3,15,ug/m3 LC,57,Glendora
5/25/15,AQS,60370016,3,16.9,ug/m3 LC,61,Glendora
5/26/15,AQS,60370016,3,17.2,ug/m3 LC,62,Glendora
5/27/15,AQS,60370016,3,20.1,ug/m3 LC,68,Glendora
5/28/15,AQS,60370016,3,20.1,ug/m3 LC,68,Glendora
5/29/15,AQS,60370016,3,24.6,ug/m3 LC,77,Glendora
5/30/15,AQS,60370016,3,30.7,ug/m3 LC,90,Glendora
5/31/15,AQS,60370016,3,26.1,ug/m3 LC,80,Glendora
6/1/15,AQS,60370016,3,22.4,ug/m3 LC,73,Glendora
6/2/15,AQS,60370016,3,14.2,ug/m3 LC,55,Glendora
6/3/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
6/4/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
6/5/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
6/6/15,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
6/7/15,AQS,60370016,3,13.9,ug/m3 LC,55,Glendora
6/8/15,AQS,60370016,3,16.2,ug/m3 LC,60,Glendora
6/9/15,AQS,60370016,3,15,ug/m3 LC,57,Glendora
6/10/15,AQS,60370016,3,14,ug/m3 LC,55,Glendora
6/11/15,AQS,60370016,3,15.6,ug/m3 LC,58,Glendora
6/12/15,AQS,60370016,3,21.2,ug/m3 LC,70,Glendora
6/13/15,AQS,60370016,3,13,ug/m3 LC,53,Glendora
6/14/15,AQS,60370016,3,19.4,ug/m3 LC,66,Glendora
6/15/15,AQS,60370016,3,20.7,ug/m3 LC,69,Glendora
6/16/15,AQS,60370016,3,28.8,ug/m3 LC,86,Glendora
6/17/15,AQS,60370016,3,26,ug/m3 LC,80,Glendora
6/18/15,AQS,60370016,3,23.1,ug/m3 LC,74,Glendora
6/19/15,AQS,60370016,3,23.8,ug/m3 LC,76,Glendora
6/20/15,AQS,60370016,3,24.8,ug/m3 LC,78,Glendora
6/21/15,AQS,60370016,3,22.6,ug/m3 LC,73,Glendora
6/22/15,AQS,60370016,3,24,ug/m3 LC,76,Glendora
6/23/15,AQS,60370016,3,19.8,ug/m3 LC,67,Glendora
6/24/15,AQS,60370016,3,20.2,ug/m3 LC,68,Glendora
6/25/15,AQS,60370016,3,22.1,ug/m3 LC,72,Glendora
6/26/15,AQS,60370016,3,22.8,ug/m3 LC,74,Glendora
6/27/15,AQS,60370016,3,17.2,ug/m3 LC,62,Glendora
6/28/15,AQS,60370016,3,14.6,ug/m3 LC,56,Glendora
6/29/15,AQS,60370016,3,16.6,ug/m3 LC,60,Glendora
6/30/15,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
7/1/15,AQS,60370016,3,16.6,ug/m3 LC,60,Glendora
7/2/15,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/3/15,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
7/4/15,AQS,60370016,3,39.7,ug/m3 LC,111,Glendora
7/5/15,AQS,60370016,3,86.5,ug/m3 LC,167,Glendora
7/6/15,AQS,60370016,3,18.9,ug/m3 LC,65,Glendora
7/7/15,AQS,60370016,3,21.3,ug/m3 LC,70,Glendora
7/8/15,AQS,60370016,3,16,ug/m3 LC,59,Glendora
7/9/15,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
7/10/15,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
7/11/15,AQS,60370016,3,10.9,ug/m3 LC,45,Glendora
7/12/15,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
7/13/15,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
7/14/15,AQS,60370016,3,12.7,ug/m3 LC,52,Glendora
7/15/15,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/16/15,AQS,60370016,3,17.4,ug/m3 LC,62,Glendora
7/17/15,AQS,60370016,3,15.1,ug/m3 LC,57,Glendora
7/18/15,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
7/19/15,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
7/20/15,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
7/21/15,AQS,60370016,3,10.7,ug/m3 LC,45,Glendora
7/22/15,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
7/23/15,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
7/24/15,AQS,60370016,3,18.2,ug/m3 LC,64,Glendora
7/25/15,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
7/26/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
7/27/15,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/28/15,AQS,60370016,3,19.8,ug/m3 LC,67,Glendora
7/29/15,AQS,60370016,3,21.8,ug/m3 LC,71,Glendora
7/30/15,AQS,60370016,3,22.2,ug/m3 LC,72,Glendora
7/31/15,AQS,60370016,3,21,ug/m3 LC,70,Glendora
8/1/15,AQS,60370016,3,19.6,ug/m3 LC,67,Glendora
8/2/15,AQS,60370016,3,18.2,ug/m3 LC,64,Glendora
8/3/15,AQS,60370016,3,18.9,ug/m3 LC,65,Glendora
8/4/15,AQS,60370016,3,16.3,ug/m3 LC,60,Glendora
8/5/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
8/6/15,AQS,60370016,3,15,ug/m3 LC,57,Glendora
8/7/15,AQS,60370016,3,18,ug/m3 LC,63,Glendora
8/8/15,AQS,60370016,3,17.5,ug/m3 LC,62,Glendora
8/9/15,AQS,60370016,3,16.7,ug/m3 LC,61,Glendora
8/10/15,AQS,60370016,3,16,ug/m3 LC,59,Glendora
8/11/15,AQS,60370016,3,17.4,ug/m3 LC,62,Glendora
8/12/15,AQS,60370016,3,15,ug/m3 LC,57,Glendora
8/13/15,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
8/14/15,AQS,60370016,3,12,ug/m3 LC,50,Glendora
8/15/15,AQS,60370016,3,16.3,ug/m3 LC,60,Glendora
8/16/15,AQS,60370016,3,25.5,ug/m3 LC,79,Glendora
8/17/15,AQS,60370016,3,24.6,ug/m3 LC,77,Glendora
8/18/15,AQS,60370016,3,24,ug/m3 LC,76,Glendora
8/19/15,AQS,60370016,3,27.1,ug/m3 LC,83,Glendora
8/20/15,AQS,60370016,3,27.2,ug/m3 LC,83,Glendora
8/21/15,AQS,60370016,3,29.2,ug/m3 LC,87,Glendora
8/22/15,AQS,60370016,3,29,ug/m3 LC,87,Glendora
8/23/15,AQS,60370016,3,23.8,ug/m3 LC,76,Glendora
8/24/15,AQS,60370016,3,21.3,ug/m3 LC,70,Glendora
8/25/15,AQS,60370016,3,21.3,ug/m3 LC,70,Glendora
8/26/15,AQS,60370016,3,21.5,ug/m3 LC,71,Glendora
8/27/15,AQS,60370016,3,19.5,ug/m3 LC,67,Glendora
8/28/15,AQS,60370016,3,16.4,ug/m3 LC,60,Glendora
8/29/15,AQS,60370016,3,15.8,ug/m3 LC,59,Glendora
8/30/15,AQS,60370016,3,12.3,ug/m3 LC,51,Glendora
8/31/15,AQS,60370016,3,16.5,ug/m3 LC,60,Glendora
9/1/15,AQS,60370016,3,16.3,ug/m3 LC,60,Glendora
9/2/15,AQS,60370016,3,17.2,ug/m3 LC,62,Glendora
9/3/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
9/4/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
9/5/15,AQS,60370016,3,17.7,ug/m3 LC,63,Glendora
9/6/15,AQS,60370016,3,17.1,ug/m3 LC,62,Glendora
9/7/15,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
9/8/15,AQS,60370016,3,12.3,ug/m3 LC,51,Glendora
9/9/15,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
9/10/15,AQS,60370016,3,16,ug/m3 LC,59,Glendora
9/11/15,AQS,60370016,3,13.8,ug/m3 LC,55,Glendora
9/12/15,AQS,60370016,3,12.9,ug/m3 LC,53,Glendora
9/13/15,AQS,60370016,3,13.1,ug/m3 LC,53,Glendora
9/14/15,AQS,60370016,3,10.7,ug/m3 LC,45,Glendora
9/15/15,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
9/16/15,AQS,60370016,3,7.8,ug/m3 LC,33,Glendora
9/17/15,AQS,60370016,3,14.1,ug/m3 LC,55,Glendora
9/18/15,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
9/19/15,AQS,60370016,3,15,ug/m3 LC,57,Glendora
9/20/15,AQS,60370016,3,11,ug/m3 LC,46,Glendora
9/21/15,AQS,60370016,3,12.9,ug/m3 LC,53,Glendora
9/22/15,AQS,60370016,3,20,ug/m3 LC,68,Glendora
9/23/15,AQS,60370016,3,22,ug/m3 LC,72,Glendora
9/24/15,AQS,60370016,3,24.5,ug/m3 LC,77,Glendora
9/25/15,AQS,60370016,3,20.9,ug/m3 LC,70,Glendora
