Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name
1/11/14,AQS,60370016,3,19.2,ug/m3 LC,66,Glendora
1/12/14,AQS,60370016,3,27.1,ug/m3 LC,83,Glendora
1/13/14,AQS,60370016,3,3.4,ug/m3 LC,14,Glendora
1/14/14,AQS,60370016,3,2.5,ug/m3 LC,10,Glendora
1/15/14,AQS,60370016,3,3.2,ug/m3 LC,13,Glendora
1/16/14,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
1/17/14,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
1/18/14,AQS,60370016,3,7.8,ug/m3 LC,33,Glendora
1/19/14,AQS,60370016,3,2.8,ug/m3 LC,12,Glendora
1/20/14,AQS,60370016,3,2.9,ug/m3 LC,12,Glendora
1/21/14,AQS,60370016,3,2.2,ug/m3 LC,9,Glendora
1/22/14,AQS,60370016,3,5.9,ug/m3 LC,25,Glendora
1/23/14,AQS,60370016,3,16.1,ug/m3 LC,59,Glendora
1/24/14,AQS,60370016,3,5.4,ug/m3 LC,23,Glendora
1/25/14,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
1/26/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
1/27/14,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
1/28/14,AQS,60370016,3,16.5,ug/m3 LC,60,Glendora
1/29/14,AQS,60370016,3,16,ug/m3 LC,59,Glendora
1/30/14,AQS,60370016,3,25.9,ug/m3 LC,80,Glendora
1/31/14,AQS,60370016,3,1.8,ug/m3 LC,8,Glendora
2/1/14,AQS,60370016,3,-0.3,ug/m3 LC,0,Glendora
2/2/14,AQS,60370016,3,1.4,ug/m3 LC,6,Glendora
2/3/14,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
2/4/14,AQS,60370016,3,3.7,ug/m3 LC,15,Glendora
2/5/14,AQS,60370016,3,6.8,ug/m3 LC,28,Glendora
2/6/14,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
2/7/14,AQS,60370016,3,3.2,ug/m3 LC,13,Glendora
2/8/14,AQS,60370016,3,8,ug/m3 LC,33,Glendora
2/9/14,AQS,60370016,3,14,ug/m3 LC,55,Glendora
2/10/14,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
2/11/14,AQS,60370016,3,2.5,ug/m3 LC,10,Glendora
2/12/14,AQS,60370016,3,4.1,ug/m3 LC,17,Glendora
2/13/14,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
2/14/14,AQS,60370016,3,17.6,ug/m3 LC,63,Glendora
2/15/14,AQS,60370016,3,16.1,ug/m3 LC,59,Glendora
2/16/14,AQS,60370016,3,20.3,ug/m3 LC,68,Glendora
2/17/14,AQS,60370016,3,9,ug/m3 LC,38,Glendora
2/18/14,AQS,60370016,3,17.8,ug/m3 LC,63,Glendora
2/19/14,AQS,60370016,3,22.6,ug/m3 LC,73,Glendora
2/20/14,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
2/21/14,AQS,60370016,3,4.3,ug/m3 LC,18,Glendora
2/22/14,AQS,60370016,3,8.9,ug/m3 LC,37,Glendora
2/23/14,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
2/24/14,AQS,60370016,3,15.9,ug/m3 LC,59,Glendora
2/25/14,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
2/26/14,AQS,60370016,3,7.2,ug/m3 LC,30,Glendora
2/27/14,AQS,60370016,3,0,ug/m3 LC,0,Glendora
3/1/14,AQS,60370016,3,1.3,ug/m3 LC,5,Glendora
3/3/14,AQS,60370016,3,5.8,ug/m3 LC,24,Glendora
3/4/14,AQS,60370016,3,9,ug/m3 LC,38,Glendora
3/5/14,AQS,60370016,3,12,ug/m3 LC,50,Glendora
3/6/14,AQS,60370016,3,10.3,ug/m3 LC,43,Glendora
3/7/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
3/8/14,AQS,60370016,3,1.6,ug/m3 LC,7,Glendora
3/9/14,AQS,60370016,3,0,ug/m3 LC,0,Glendora
3/10/14,AQS,60370016,3,1.4,ug/m3 LC,6,Glendora
3/11/14,AQS,60370016,3,5.4,ug/m3 LC,23,Glendora
3/12/14,AQS,60370016,3,3.2,ug/m3 LC,13,Glendora
3/13/14,AQS,60370016,3,7.9,ug/m3 LC,33,Glendora
3/14/14,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
3/15/14,AQS,60370016,3,8,ug/m3 LC,33,Glendora
3/16/14,AQS,60370016,3,3.5,ug/m3 LC,15,Glendora
3/17/14,AQS,60370016,3,8.1,ug/m3 LC,34,Glendora
3/18/14,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
3/19/14,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
3/20/14,AQS,60370016,3,9.6,ug/m3 LC,40,Glendora
3/21/14,AQS,60370016,3,13.8,ug/m3 LC,55,Glendora
3/22/14,AQS,60370016,3,9,ug/m3 LC,38,Glendora
3/23/14,AQS,60370016,3,13.1,ug/m3 LC,53,Glendora
3/24/14,AQS,60370016,3,19.7,ug/m3 LC,67,Glendora
3/25/14,AQS,60370016,3,15.8,ug/m3 LC,59,Glendora
3/27/14,AQS,60370016,3,2.2,ug/m3 LC,9,Glendora
3/28/14,AQS,60370016,3,3.6,ug/m3 LC,15,Glendora
3/29/14,AQS,60370016,3,4.8,ug/m3 LC,20,Glendora
3/30/14,AQS,60370016,3,-0.1,ug/m3 LC,0,Glendora
3/31/14,AQS,60370016,3,0.3,ug/m3 LC,1,Glendora
4/1/14,AQS,60370016,3,-1.2,ug/m3 LC,0,Glendora
4/2/14,AQS,60370016,3,-0.6,ug/m3 LC,0,Glendora
4/3/14,AQS,60370016,3,-0.8,ug/m3 LC,0,Glendora
4/4/14,AQS,60370016,3,0,ug/m3 LC,0,Glendora
4/5/14,AQS,60370016,3,0.4,ug/m3 LC,2,Glendora
4/6/14,AQS,60370016,3,-0.9,ug/m3 LC,0,Glendora
4/7/14,AQS,60370016,3,-1.7,ug/m3 LC,0,Glendora
4/8/14,AQS,60370016,3,-1.8,ug/m3 LC,0,Glendora
4/9/14,AQS,60370016,3,-0.9,ug/m3 LC,0,Glendora
4/10/14,AQS,60370016,3,2.7,ug/m3 LC,11,Glendora
4/11/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
4/12/14,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
4/13/14,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
4/14/14,AQS,60370016,3,3,ug/m3 LC,13,Glendora
4/15/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
4/16/14,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
4/17/14,AQS,60370016,3,9.7,ug/m3 LC,40,Glendora
4/18/14,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
4/19/14,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
4/20/14,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
4/21/14,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
4/22/14,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
4/23/14,AQS,60370016,3,5.8,ug/m3 LC,24,Glendora
4/24/14,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
4/25/14,AQS,60370016,3,2.8,ug/m3 LC,12,Glendora
4/26/14,AQS,60370016,3,-1,ug/m3 LC,0,Glendora
4/27/14,AQS,60370016,3,1.6,ug/m3 LC,7,Glendora
4/28/14,AQS,60370016,3,0,ug/m3 LC,0,Glendora
4/29/14,AQS,60370016,3,-0.4,ug/m3 LC,0,Glendora
4/30/14,AQS,60370016,3,-0.6,ug/m3 LC,0,Glendora
5/1/14,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
5/2/14,AQS,60370016,3,0.5,ug/m3 LC,2,Glendora
5/3/14,AQS,60370016,3,1.8,ug/m3 LC,8,Glendora
5/4/14,AQS,60370016,3,4.8,ug/m3 LC,20,Glendora
5/5/14,AQS,60370016,3,2.5,ug/m3 LC,10,Glendora
5/6/14,AQS,60370016,3,0.2,ug/m3 LC,1,Glendora
5/7/14,AQS,60370016,3,3.5,ug/m3 LC,15,Glendora
5/8/14,AQS,60370016,3,8,ug/m3 LC,33,Glendora
5/9/14,AQS,60370016,3,4.2,ug/m3 LC,18,Glendora
5/10/14,AQS,60370016,3,3.3,ug/m3 LC,14,Glendora
5/11/14,AQS,60370016,3,1.3,ug/m3 LC,5,Glendora
5/12/14,AQS,60370016,3,-0.4,ug/m3 LC,0,Glendora
5/13/14,AQS,60370016,3,-0.6,ug/m3 LC,0,Glendora
5/14/14,AQS,60370016,3,-1.2,ug/m3 LC,0,Glendora
5/15/14,AQS,60370016,3,-0.4,ug/m3 LC,0,Glendora
5/16/14,AQS,60370016,3,5.7,ug/m3 LC,24,Glendora
5/17/14,AQS,60370016,3,12,ug/m3 LC,50,Glendora
5/18/14,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
5/19/14,AQS,60370016,3,6,ug/m3 LC,25,Glendora
5/20/14,AQS,60370016,3,-1,ug/m3 LC,0,Glendora
5/21/14,AQS,60370016,3,0.7,ug/m3 LC,3,Glendora
5/22/14,AQS,60370016,3,0.4,ug/m3 LC,2,Glendora
5/23/14,AQS,60370016,3,2.5,ug/m3 LC,10,Glendora
5/24/14,AQS,60370016,3,3.4,ug/m3 LC,14,Glendora
5/25/14,AQS,60370016,3,2.6,ug/m3 LC,11,Glendora
5/26/14,AQS,60370016,3,6.1,ug/m3 LC,25,Glendora
5/27/14,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
5/28/14,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
5/29/14,AQS,60370016,3,9.3,ug/m3 LC,39,Glendora
5/30/14,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
5/31/14,AQS,60370016,3,8.7,ug/m3 LC,36,Glendora
6/1/14,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
6/2/14,AQS,60370016,3,9.3,ug/m3 LC,39,Glendora
6/3/14,AQS,60370016,3,6,ug/m3 LC,25,Glendora
6/4/14,AQS,60370016,3,3.8,ug/m3 LC,16,Glendora
6/5/14,AQS,60370016,3,7.9,ug/m3 LC,33,Glendora
6/6/14,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
6/7/14,AQS,60370016,3,10.1,ug/m3 LC,42,Glendora
6/8/14,AQS,60370016,3,12.1,ug/m3 LC,51,Glendora
6/9/14,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
6/10/14,AQS,60370016,3,7.6,ug/m3 LC,32,Glendora
6/11/14,AQS,60370016,3,5.1,ug/m3 LC,21,Glendora
6/12/14,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
6/18/14,AQS,60370016,3,13,ug/m3 LC,53,Glendora
6/19/14,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
6/20/14,AQS,60370016,3,16.5,ug/m3 LC,60,Glendora
6/21/14,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
6/22/14,AQS,60370016,3,12,ug/m3 LC,50,Glendora
6/23/14,AQS,60370016,3,13.5,ug/m3 LC,54,Glendora
6/24/14,AQS,60370016,3,17.3,ug/m3 LC,62,Glendora
6/25/14,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
6/26/14,AQS,60370016,3,13.1,ug/m3 LC,53,Glendora
6/27/14,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
6/28/14,AQS,60370016,3,11.4,ug/m3 LC,48,Glendora
6/29/14,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
6/30/14,AQS,60370016,3,14.1,ug/m3 LC,55,Glendora
7/1/14,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
7/2/14,AQS,60370016,3,12.4,ug/m3 LC,52,Glendora
7/3/14,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/4/14,AQS,60370016,3,22.2,ug/m3 LC,72,Glendora
7/5/14,AQS,60370016,3,53.3,ug/m3 LC,145,Glendora
7/6/14,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
7/7/14,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
7/8/14,AQS,60370016,3,13,ug/m3 LC,53,Glendora
7/9/14,AQS,60370016,3,12.1,ug/m3 LC,51,Glendora
7/10/14,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
7/16/14,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
7/17/14,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
7/18/14,AQS,60370016,3,4.4,ug/m3 LC,18,Glendora
7/19/14,AQS,60370016,3,6,ug/m3 LC,25,Glendora
7/20/14,AQS,60370016,3,8.2,ug/m3 LC,34,Glendora
7/21/14,AQS,60370016,3,5.4,ug/m3 LC,23,Glendora
7/22/14,AQS,60370016,3,4.3,ug/m3 LC,18,Glendora
7/23/14,AQS,60370016,3,7.2,ug/m3 LC,30,Glendora
7/24/14,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
7/25/14,AQS,60370016,3,11.8,ug/m3 LC,49,Glendora
7/26/14,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
7/27/14,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
7/28/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
7/29/14,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
7/30/14,AQS,60370016,3,11.4,ug/m3 LC,48,Glendora
7/31/14,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
8/1/14,AQS,60370016,3,12.9,ug/m3 LC,53,Glendora
8/2/14,AQS,60370016,3,10.3,ug/m3 LC,43,Glendora
8/3/14,AQS,60370016,3,6.1,ug/m3 LC,25,Glendora
8/4/14,AQS,60370016,3,8.9,ug/m3 LC,37,Glendora
8/5/14,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
8/6/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
8/7/14,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
8/8/14,AQS,60370016,3,12.8,ug/m3 LC,52,Glendora
8/9/14,AQS,60370016,3,17.1,ug/m3 LC,62,Glendora
8/10/14,AQS,60370016,3,15.9,ug/m3 LC,59,Glendora
8/11/14,AQS,60370016,3,10.3,ug/m3 LC,43,Glendora
8/12/14,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
8/13/14,AQS,60370016,3,11,ug/m3 LC,46,Glendora
8/14/14,AQS,60370016,3,9.7,ug/m3 LC,40,Glendora
8/15/14,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
8/16/14,AQS,60370016,3,5.8,ug/m3 LC,24,Glendora
8/17/14,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
8/18/14,AQS,60370016,3,13.3,ug/m3 LC,54,Glendora
8/19/14,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
8/20/14,AQS,60370016,3,8.6,ug/m3 LC,36,Glendora
8/21/14,AQS,60370016,3,9,ug/m3 LC,38,Glendora
8/22/14,AQS,60370016,3,7.3,ug/m3 LC,30,Glendora
8/23/14,AQS,60370016,3,6.6,ug/m3 LC,28,Glendora
8/24/14,AQS,60370016,3,6.6,ug/m3 LC,28,Glendora
8/25/14,AQS,60370016,3,5.9,ug/m3 LC,25,Glendora
8/26/14,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
8/27/14,AQS,60370016,3,7.9,ug/m3 LC,33,Glendora
8/28/14,AQS,60370016,3,8.7,ug/m3 LC,36,Glendora
8/29/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
8/30/14,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
8/31/14,AQS,60370016,3,11.4,ug/m3 LC,48,Glendora
9/1/14,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
9/2/14,AQS,60370016,3,11.1,ug/m3 LC,46,Glendora
9/3/14,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
9/4/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
9/5/14,AQS,60370016,3,11.4,ug/m3 LC,48,Glendora
9/6/14,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
9/7/14,AQS,60370016,3,6.5,ug/m3 LC,27,Glendora
9/8/14,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
9/9/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
9/10/14,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
9/11/14,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
9/12/14,AQS,60370016,3,9.7,ug/m3 LC,40,Glendora
9/13/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
9/14/14,AQS,60370016,3,5.1,ug/m3 LC,21,Glendora
9/15/14,AQS,60370016,3,6.1,ug/m3 LC,25,Glendora
9/16/14,AQS,60370016,3,5.8,ug/m3 LC,24,Glendora
9/17/14,AQS,60370016,3,3.4,ug/m3 LC,14,Glendora
9/18/14,AQS,60370016,3,4.1,ug/m3 LC,17,Glendora
9/19/14,AQS,60370016,3,2,ug/m3 LC,8,Glendora
9/20/14,AQS,60370016,3,6,ug/m3 LC,25,Glendora
9/21/14,AQS,60370016,3,5.9,ug/m3 LC,25,Glendora
9/22/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
9/23/14,AQS,60370016,3,8.2,ug/m3 LC,34,Glendora
9/24/14,AQS,60370016,3,6.4,ug/m3 LC,27,Glendora
9/25/14,AQS,60370016,3,2.2,ug/m3 LC,9,Glendora
9/26/14,AQS,60370016,3,6.8,ug/m3 LC,28,Glendora
9/27/14,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
9/28/14,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
9/29/14,AQS,60370016,3,13,ug/m3 LC,53,Glendora
9/30/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
10/1/14,AQS,60370016,3,14.2,ug/m3 LC,55,Glendora
10/2/14,AQS,60370016,3,8,ug/m3 LC,33,Glendora
10/3/14,AQS,60370016,3,6.9,ug/m3 LC,29,Glendora
10/4/14,AQS,60370016,3,4.6,ug/m3 LC,19,Glendora
10/5/14,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
10/6/14,AQS,60370016,3,13.8,ug/m3 LC,55,Glendora
10/7/14,AQS,60370016,3,13.8,ug/m3 LC,55,Glendora
10/8/14,AQS,60370016,3,16.2,ug/m3 LC,60,Glendora
10/9/14,AQS,60370016,3,20,ug/m3 LC,68,Glendora
10/10/14,AQS,60370016,3,20.4,ug/m3 LC,68,Glendora
10/11/14,AQS,60370016,3,24.6,ug/m3 LC,77,Glendora
10/12/14,AQS,60370016,3,22,ug/m3 LC,72,Glendora
10/13/14,AQS,60370016,3,19.6,ug/m3 LC,67,Glendora
10/14/14,AQS,60370016,3,24,ug/m3 LC,76,Glendora
10/15/14,AQS,60370016,3,10.7,ug/m3 LC,45,Glendora
10/16/14,AQS,60370016,3,12.8,ug/m3 LC,52,Glendora
10/17/14,AQS,60370016,3,14.9,ug/m3 LC,57,Glendora
10/18/14,AQS,60370016,3,15.1,ug/m3 LC,57,Glendora
10/19/14,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
10/20/14,AQS,60370016,3,17.6,ug/m3 LC,63,Glendora
10/21/14,AQS,60370016,3,20.5,ug/m3 LC,69,Glendora
10/22/14,AQS,60370016,3,17,ug/m3 LC,61,Glendora
10/23/14,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
10/24/14,AQS,60370016,3,8.1,ug/m3 LC,34,Glendora
10/25/14,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
10/26/14,AQS,60370016,3,10.5,ug/m3 LC,44,Glendora
10/27/14,AQS,60370016,3,14.4,ug/m3 LC,56,Glendora
10/28/14,AQS,60370016,3,15.9,ug/m3 LC,59,Glendora
10/29/14,AQS,60370016,3,13.5,ug/m3 LC,54,Glendora
10/30/14,AQS,60370016,3,16.5,ug/m3 LC,60,Glendora
10/31/14,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
11/1/14,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
11/2/14,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
11/3/14,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
11/4/14,AQS,60370016,3,10.9,ug/m3 LC,45,Glendora
11/5/14,AQS,60370016,3,7.2,ug/m3 LC,30,Glendora
11/6/14,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
11/7/14,AQS,60370016,3,8.2,ug/m3 LC,34,Glendora
11/8/14,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
11/9/14,AQS,60370016,3,21.6,ug/m3 LC,71,Glendora
11/10/14,AQS,60370016,3,27.3,ug/m3 LC,83,Glendora
11/11/14,AQS,60370016,3,12.5,ug/m3 LC,52,Glendora
11/12/14,AQS,60370016,3,12.6,ug/m3 LC,52,Glendora
11/13/14,AQS,60370016,3,15.8,ug/m3 LC,59,Glendora
11/14/14,AQS,60370016,3,17.2,ug/m3 LC,62,Glendora
11/15/14,AQS,60370016,3,16.7,ug/m3 LC,61,Glendora
11/16/14,AQS,60370016,3,14,ug/m3 LC,55,Glendora
11/17/14,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
11/18/14,AQS,60370016,3,7.3,ug/m3 LC,30,Glendora
11/19/14,AQS,60370016,3,10,ug/m3 LC,42,Glendora
11/20/14,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
11/21/14,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
11/22/14,AQS,60370016,3,12.1,ug/m3 LC,51,Glendora
11/23/14,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
11/24/14,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
11/25/14,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
11/26/14,AQS,60370016,3,9.6,ug/m3 LC,40,Glendora
11/27/14,AQS,60370016,3,4.8,ug/m3 LC,20,Glendora
11/28/14,AQS,60370016,3,8,ug/m3 LC,33,Glendora
11/29/14,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
11/30/14,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
12/1/14,AQS,60370016,3,5.8,ug/m3 LC,24,Glendora
12/2/14,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
12/3/14,AQS,60370016,3,7,ug/m3 LC,29,Glendora
12/4/14,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
12/5/14,AQS,60370016,3,16.4,ug/m3 LC,60,Glendora
12/6/14,AQS,60370016,3,19.3,ug/m3 LC,66,Glendora
12/7/14,AQS,60370016,3,8.7,ug/m3 LC,36,Glendora
12/8/14,AQS,60370016,3,6.5,ug/m3 LC,27,Glendora
12/9/14,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
12/10/14,AQS,60370016,3,14,ug/m3 LC,55,Glendora
12/11/14,AQS,60370016,3,17.2,ug/m3 LC,62,Glendora
12/12/14,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
12/13/14,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
12/14/14,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
12/15/14,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
12/16/14,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
12/17/14,AQS,60370016,3,7.5,ug/m3 LC,31,Glendora
12/18/14,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
12/19/14,AQS,60370016,3,13,ug/m3 LC,53,Glendora
12/20/14,AQS,60370016,3,20.5,ug/m3 LC,69,Glendora
12/21/14,AQS,60370016,3,19.8,ug/m3 LC,67,Glendora
12/22/14,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
12/23/14,AQS,60370016,3,9,ug/m3 LC,38,Glendora
12/24/14,AQS,60370016,3,7.3,ug/m3 LC,30,Glendora
12/25/14,AQS,60370016,3,8.8,ug/m3 LC,37,Glendora
12/26/14,AQS,60370016,3,6.5,ug/m3 LC,27,Glendora
12/27/14,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
12/28/14,AQS,60370016,3,12.8,ug/m3 LC,52,Glendora
12/29/14,AQS,60370016,3,15,ug/m3 LC,57,Glendora
12/30/14,AQS,60370016,3,13.6,ug/m3 LC,54,Glendora
12/31/14,AQS,60370016,3,9.6,ug/m3 LC,40,Glendora
1/1/14,AQS,60371002,1,64.6,ug/m3 LC,156,Burbank
1/2/14,AQS,60371002,1,11.8,ug/m3 LC,49,Burbank
1/3/14,AQS,60371002,1,21.6,ug/m3 LC,71,Burbank
