Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name
4/4/13,AQS,60370002,1,16.1,ug/m3 LC,59,Azusa
4/7/13,AQS,60370002,1,9.5,ug/m3 LC,40,Azusa
4/10/13,AQS,60370002,1,9.1,ug/m3 LC,38,Azusa
4/13/13,AQS,60370002,1,14.7,ug/m3 LC,56,Azusa
4/16/13,AQS,60370002,1,6.8,ug/m3 LC,28,Azusa
4/19/13,AQS,60370002,1,5.4,ug/m3 LC,23,Azusa
4/22/13,AQS,60370002,1,14.1,ug/m3 LC,55,Azusa
4/25/13,AQS,60370002,1,8.7,ug/m3 LC,36,Azusa
4/28/13,AQS,60370002,1,15.3,ug/m3 LC,58,Azusa
5/1/13,AQS,60370002,1,9.3,ug/m3 LC,39,Azusa
5/4/13,AQS,60370002,1,14.5,ug/m3 LC,56,Azusa
5/7/13,AQS,60370002,1,9.2,ug/m3 LC,38,Azusa
5/10/13,AQS,60370002,1,10.2,ug/m3 LC,43,Azusa
5/13/13,AQS,60370002,1,11.5,ug/m3 LC,48,Azusa
5/16/13,AQS,60370002,1,13.7,ug/m3 LC,54,Azusa
5/19/13,AQS,60370002,1,10.1,ug/m3 LC,42,Azusa
5/22/13,AQS,60370002,1,14.7,ug/m3 LC,56,Azusa
5/25/13,AQS,60370002,1,12.6,ug/m3 LC,52,Azusa
5/28/13,AQS,60370002,1,9.3,ug/m3 LC,39,Azusa
5/31/13,AQS,60370002,1,15,ug/m3 LC,57,Azusa
6/3/13,AQS,60370002,1,11.2,ug/m3 LC,47,Azusa
6/6/13,AQS,60370002,1,12.7,ug/m3 LC,52,Azusa
6/9/13,AQS,60370002,1,8.2,ug/m3 LC,34,Azusa
6/12/13,AQS,60370002,1,11.2,ug/m3 LC,47,Azusa
6/15/13,AQS,60370002,1,11.9,ug/m3 LC,50,Azusa
6/18/13,AQS,60370002,1,13.6,ug/m3 LC,54,Azusa
6/21/13,AQS,60370002,1,14.1,ug/m3 LC,55,Azusa
6/24/13,AQS,60370002,1,11.5,ug/m3 LC,48,Azusa
6/27/13,AQS,60370002,1,10.9,ug/m3 LC,45,Azusa
6/30/13,AQS,60370002,1,15.2,ug/m3 LC,58,Azusa
7/3/13,AQS,60370002,1,8.5,ug/m3 LC,35,Azusa
7/6/13,AQS,60370002,1,9.5,ug/m3 LC,40,Azusa
7/9/13,AQS,60370002,1,15.3,ug/m3 LC,58,Azusa
7/12/13,AQS,60370002,1,10.8,ug/m3 LC,45,Azusa
7/15/13,AQS,60370002,1,11.7,ug/m3 LC,49,Azusa
7/18/13,AQS,60370002,1,15,ug/m3 LC,57,Azusa
7/21/13,AQS,60370002,1,11.3,ug/m3 LC,47,Azusa
7/24/13,AQS,60370002,1,8.9,ug/m3 LC,37,Azusa
7/27/13,AQS,60370002,1,11.4,ug/m3 LC,48,Azusa
7/30/13,AQS,60370002,1,9.7,ug/m3 LC,40,Azusa
8/2/13,AQS,60370002,1,13.8,ug/m3 LC,55,Azusa
8/5/13,AQS,60370002,1,13.1,ug/m3 LC,53,Azusa
8/8/13,AQS,60370002,1,9.9,ug/m3 LC,41,Azusa
8/11/13,AQS,60370002,1,12.6,ug/m3 LC,52,Azusa
8/14/13,AQS,60370002,1,18.1,ug/m3 LC,64,Azusa
8/17/13,AQS,60370002,1,14.1,ug/m3 LC,55,Azusa
8/20/13,AQS,60370002,1,12,ug/m3 LC,50,Azusa
8/23/13,AQS,60370002,1,10.9,ug/m3 LC,45,Azusa
8/26/13,AQS,60370002,1,12,ug/m3 LC,50,Azusa
8/29/13,AQS,60370002,1,12.1,ug/m3 LC,51,Azusa
9/1/13,AQS,60370002,1,6.2,ug/m3 LC,26,Azusa
9/4/13,AQS,60370002,1,8.4,ug/m3 LC,35,Azusa
9/7/13,AQS,60370002,1,9.5,ug/m3 LC,40,Azusa
9/10/13,AQS,60370002,1,12.2,ug/m3 LC,51,Azusa
9/13/13,AQS,60370002,1,13.4,ug/m3 LC,54,Azusa
9/16/13,AQS,60370002,1,15.7,ug/m3 LC,59,Azusa
9/19/13,AQS,60370002,1,15,ug/m3 LC,57,Azusa
9/22/13,AQS,60370002,1,6.5,ug/m3 LC,27,Azusa
9/28/13,AQS,60370002,1,5,ug/m3 LC,21,Azusa
10/1/13,AQS,60370002,1,11.2,ug/m3 LC,47,Azusa
10/4/13,AQS,60370002,1,8.6,ug/m3 LC,36,Azusa
10/7/13,AQS,60370002,1,10,ug/m3 LC,42,Azusa
10/10/13,AQS,60370002,1,7,ug/m3 LC,29,Azusa
10/13/13,AQS,60370002,1,9.9,ug/m3 LC,41,Azusa
10/16/13,AQS,60370002,1,5.9,ug/m3 LC,25,Azusa
10/19/13,AQS,60370002,1,11.6,ug/m3 LC,48,Azusa
10/22/13,AQS,60370002,1,26.4,ug/m3 LC,81,Azusa
10/25/13,AQS,60370002,1,28.6,ug/m3 LC,86,Azusa
10/28/13,AQS,60370002,1,6.6,ug/m3 LC,28,Azusa
10/31/13,AQS,60370002,1,6.5,ug/m3 LC,27,Azusa
11/3/13,AQS,60370002,1,8.9,ug/m3 LC,37,Azusa
11/6/13,AQS,60370002,1,4.1,ug/m3 LC,17,Azusa
11/9/13,AQS,60370002,1,11.5,ug/m3 LC,48,Azusa
11/12/13,AQS,60370002,1,18.7,ug/m3 LC,65,Azusa
11/15/13,AQS,60370002,1,15.2,ug/m3 LC,58,Azusa
11/18/13,AQS,60370002,1,12,ug/m3 LC,50,Azusa
11/21/13,AQS,60370002,1,4,ug/m3 LC,17,Azusa
11/24/13,AQS,60370002,1,3.9,ug/m3 LC,16,Azusa
11/27/13,AQS,60370002,1,3.5,ug/m3 LC,15,Azusa
11/30/13,AQS,60370002,1,3.1,ug/m3 LC,13,Azusa
12/3/13,AQS,60370002,1,7.7,ug/m3 LC,32,Azusa
12/6/13,AQS,60370002,1,7.8,ug/m3 LC,33,Azusa
12/9/13,AQS,60370002,1,10.7,ug/m3 LC,45,Azusa
12/12/13,AQS,60370002,1,9.2,ug/m3 LC,38,Azusa
12/15/13,AQS,60370002,1,3.3,ug/m3 LC,14,Azusa
12/18/13,AQS,60370002,1,18.8,ug/m3 LC,65,Azusa
12/21/13,AQS,60370002,1,9.2,ug/m3 LC,38,Azusa
12/24/13,AQS,60370002,1,2.2,ug/m3 LC,9,Azusa
12/27/13,AQS,60370002,1,3.6,ug/m3 LC,15,Azusa
12/30/13,AQS,60370002,1,5,ug/m3 LC,21,Azusa
1/1/13,AQS,60370016,3,4.9,ug/m3 LC,20,Glendora
1/2/13,AQS,60370016,3,5.5,ug/m3 LC,23,Glendora
1/3/13,AQS,60370016,3,4,ug/m3 LC,17,Glendora
1/4/13,AQS,60370016,3,3.6,ug/m3 LC,15,Glendora
1/5/13,AQS,60370016,3,6.6,ug/m3 LC,28,Glendora
1/6/13,AQS,60370016,3,5.4,ug/m3 LC,23,Glendora
1/7/13,AQS,60370016,3,1.5,ug/m3 LC,6,Glendora
1/8/13,AQS,60370016,3,1.5,ug/m3 LC,6,Glendora
1/9/13,AQS,60370016,3,11.3,ug/m3 LC,47,Glendora
1/10/13,AQS,60370016,3,6.6,ug/m3 LC,28,Glendora
1/11/13,AQS,60370016,3,0.5,ug/m3 LC,2,Glendora
1/12/13,AQS,60370016,3,2.4,ug/m3 LC,10,Glendora
1/13/13,AQS,60370016,3,1.7,ug/m3 LC,7,Glendora
1/14/13,AQS,60370016,3,0.7,ug/m3 LC,3,Glendora
1/15/13,AQS,60370016,3,2,ug/m3 LC,8,Glendora
1/16/13,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
1/17/13,AQS,60370016,3,-0.5,ug/m3 LC,0,Glendora
1/18/13,AQS,60370016,3,-1.3,ug/m3 LC,0,Glendora
1/19/13,AQS,60370016,3,-1.1,ug/m3 LC,0,Glendora
1/20/13,AQS,60370016,3,-0.7,ug/m3 LC,0,Glendora
1/21/13,AQS,60370016,3,-1.2,ug/m3 LC,0,Glendora
1/22/13,AQS,60370016,3,-0.7,ug/m3 LC,0,Glendora
1/23/13,AQS,60370016,3,-0.2,ug/m3 LC,0,Glendora
1/24/13,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
1/25/13,AQS,60370016,3,2.4,ug/m3 LC,10,Glendora
1/26/13,AQS,60370016,3,3,ug/m3 LC,13,Glendora
1/27/13,AQS,60370016,3,2.1,ug/m3 LC,9,Glendora
1/28/13,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
1/29/13,AQS,60370016,3,3.5,ug/m3 LC,15,Glendora
1/30/13,AQS,60370016,3,8.2,ug/m3 LC,34,Glendora
1/31/13,AQS,60370016,3,1.3,ug/m3 LC,5,Glendora
2/1/13,AQS,60370016,3,3,ug/m3 LC,13,Glendora
2/2/13,AQS,60370016,3,0.5,ug/m3 LC,2,Glendora
2/3/13,AQS,60370016,3,-0.4,ug/m3 LC,0,Glendora
2/4/13,AQS,60370016,3,9.3,ug/m3 LC,39,Glendora
2/5/13,AQS,60370016,3,26,ug/m3 LC,80,Glendora
2/6/13,AQS,60370016,3,26.8,ug/m3 LC,82,Glendora
2/7/13,AQS,60370016,3,22.5,ug/m3 LC,73,Glendora
2/8/13,AQS,60370016,3,1.9,ug/m3 LC,8,Glendora
2/9/13,AQS,60370016,3,2.2,ug/m3 LC,9,Glendora
2/10/13,AQS,60370016,3,5.3,ug/m3 LC,22,Glendora
2/11/13,AQS,60370016,3,6.4,ug/m3 LC,27,Glendora
2/12/13,AQS,60370016,3,4.2,ug/m3 LC,18,Glendora
2/13/13,AQS,60370016,3,6.5,ug/m3 LC,27,Glendora
2/14/13,AQS,60370016,3,5.1,ug/m3 LC,21,Glendora
2/15/13,AQS,60370016,3,-1.4,ug/m3 LC,0,Glendora
2/16/13,AQS,60370016,3,-1.2,ug/m3 LC,0,Glendora
2/17/13,AQS,60370016,3,3.9,ug/m3 LC,16,Glendora
2/18/13,AQS,60370016,3,13.1,ug/m3 LC,53,Glendora
2/19/13,AQS,60370016,3,4,ug/m3 LC,17,Glendora
2/20/13,AQS,60370016,3,1.2,ug/m3 LC,5,Glendora
2/21/13,AQS,60370016,3,2.2,ug/m3 LC,9,Glendora
2/22/13,AQS,60370016,3,2.8,ug/m3 LC,12,Glendora
2/23/13,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
2/24/13,AQS,60370016,3,3.8,ug/m3 LC,16,Glendora
2/25/13,AQS,60370016,3,2.1,ug/m3 LC,9,Glendora
2/26/13,AQS,60370016,3,5.9,ug/m3 LC,25,Glendora
2/27/13,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
2/28/13,AQS,60370016,3,-0.6,ug/m3 LC,0,Glendora
3/1/13,AQS,60370016,3,0.1,ug/m3 LC,0,Glendora
3/2/13,AQS,60370016,3,1.7,ug/m3 LC,7,Glendora
3/3/13,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
3/4/13,AQS,60370016,3,12.5,ug/m3 LC,52,Glendora
3/5/13,AQS,60370016,3,17,ug/m3 LC,61,Glendora
3/6/13,AQS,60370016,3,5.1,ug/m3 LC,21,Glendora
3/7/13,AQS,60370016,3,1.4,ug/m3 LC,6,Glendora
3/8/13,AQS,60370016,3,0.4,ug/m3 LC,2,Glendora
3/9/13,AQS,60370016,3,3,ug/m3 LC,13,Glendora
3/10/13,AQS,60370016,3,3.9,ug/m3 LC,16,Glendora
3/11/13,AQS,60370016,3,5.2,ug/m3 LC,22,Glendora
3/12/13,AQS,60370016,3,8.1,ug/m3 LC,34,Glendora
3/13/13,AQS,60370016,3,5.6,ug/m3 LC,23,Glendora
3/14/13,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
3/15/13,AQS,60370016,3,15.4,ug/m3 LC,58,Glendora
3/16/13,AQS,60370016,3,30.5,ug/m3 LC,90,Glendora
3/17/13,AQS,60370016,3,26.1,ug/m3 LC,80,Glendora
3/18/13,AQS,60370016,3,24.5,ug/m3 LC,77,Glendora
3/19/13,AQS,60370016,3,25.5,ug/m3 LC,79,Glendora
3/20/13,AQS,60370016,3,27.9,ug/m3 LC,84,Glendora
3/21/13,AQS,60370016,3,10.8,ug/m3 LC,45,Glendora
3/22/13,AQS,60370016,3,10.4,ug/m3 LC,43,Glendora
3/23/13,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
3/24/13,AQS,60370016,3,18.1,ug/m3 LC,64,Glendora
3/25/13,AQS,60370016,3,17.1,ug/m3 LC,62,Glendora
3/26/13,AQS,60370016,3,20.8,ug/m3 LC,69,Glendora
3/27/13,AQS,60370016,3,14.4,ug/m3 LC,56,Glendora
3/28/13,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
3/29/13,AQS,60370016,3,14,ug/m3 LC,55,Glendora
3/30/13,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
3/31/13,AQS,60370016,3,6.1,ug/m3 LC,25,Glendora
4/1/13,AQS,60370016,3,3.1,ug/m3 LC,13,Glendora
4/2/13,AQS,60370016,3,8,ug/m3 LC,33,Glendora
4/3/13,AQS,60370016,3,16.4,ug/m3 LC,60,Glendora
4/4/13,AQS,60370016,3,19.3,ug/m3 LC,66,Glendora
4/5/13,AQS,60370016,3,9,ug/m3 LC,38,Glendora
4/6/13,AQS,60370016,3,11.8,ug/m3 LC,49,Glendora
4/7/13,AQS,60370016,3,9,ug/m3 LC,38,Glendora
4/8/13,AQS,60370016,3,4.7,ug/m3 LC,20,Glendora
4/9/13,AQS,60370016,3,1.4,ug/m3 LC,6,Glendora
4/10/13,AQS,60370016,3,1.5,ug/m3 LC,6,Glendora
4/11/13,AQS,60370016,3,3,ug/m3 LC,13,Glendora
4/12/13,AQS,60370016,3,14.4,ug/m3 LC,56,Glendora
4/13/13,AQS,60370016,3,17.9,ug/m3 LC,63,Glendora
4/14/13,AQS,60370016,3,2.7,ug/m3 LC,11,Glendora
4/15/13,AQS,60370016,3,2.6,ug/m3 LC,11,Glendora
4/16/13,AQS,60370016,3,3.7,ug/m3 LC,15,Glendora
4/17/13,AQS,60370016,3,-1.1,ug/m3 LC,0,Glendora
4/18/13,AQS,60370016,3,3.7,ug/m3 LC,15,Glendora
4/19/13,AQS,60370016,3,0.5,ug/m3 LC,2,Glendora
4/20/13,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
4/21/13,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
4/22/13,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
4/23/13,AQS,60370016,3,13.1,ug/m3 LC,53,Glendora
4/24/13,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
4/25/13,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
4/26/13,AQS,60370016,3,7.3,ug/m3 LC,30,Glendora
4/27/13,AQS,60370016,3,12.5,ug/m3 LC,52,Glendora
4/28/13,AQS,60370016,3,19.7,ug/m3 LC,67,Glendora
4/29/13,AQS,60370016,3,20.7,ug/m3 LC,69,Glendora
4/30/13,AQS,60370016,3,12.6,ug/m3 LC,52,Glendora
5/1/13,AQS,60370016,3,7,ug/m3 LC,29,Glendora
5/2/13,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
5/3/13,AQS,60370016,3,4.3,ug/m3 LC,18,Glendora
5/4/13,AQS,60370016,3,13.5,ug/m3 LC,54,Glendora
5/5/13,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
5/6/13,AQS,60370016,3,3,ug/m3 LC,13,Glendora
5/7/13,AQS,60370016,3,4.8,ug/m3 LC,20,Glendora
5/8/13,AQS,60370016,3,7.7,ug/m3 LC,32,Glendora
5/9/13,AQS,60370016,3,7.8,ug/m3 LC,33,Glendora
5/10/13,AQS,60370016,3,12.8,ug/m3 LC,52,Glendora
5/11/13,AQS,60370016,3,16.3,ug/m3 LC,60,Glendora
5/12/13,AQS,60370016,3,7.6,ug/m3 LC,32,Glendora
5/13/13,AQS,60370016,3,5.5,ug/m3 LC,23,Glendora
5/14/13,AQS,60370016,3,8.6,ug/m3 LC,36,Glendora
5/15/13,AQS,60370016,3,13.9,ug/m3 LC,55,Glendora
5/16/13,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
5/17/13,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
5/18/13,AQS,60370016,3,6.3,ug/m3 LC,26,Glendora
5/19/13,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
5/20/13,AQS,60370016,3,12.9,ug/m3 LC,53,Glendora
5/21/13,AQS,60370016,3,17.5,ug/m3 LC,62,Glendora
5/22/13,AQS,60370016,3,16.4,ug/m3 LC,60,Glendora
5/23/13,AQS,60370016,3,11.6,ug/m3 LC,48,Glendora
5/24/13,AQS,60370016,3,13.3,ug/m3 LC,54,Glendora
5/25/13,AQS,60370016,3,13,ug/m3 LC,53,Glendora
5/26/13,AQS,60370016,3,9.1,ug/m3 LC,38,Glendora
5/27/13,AQS,60370016,3,9.4,ug/m3 LC,39,Glendora
5/28/13,AQS,60370016,3,6,ug/m3 LC,25,Glendora
5/29/13,AQS,60370016,3,4.8,ug/m3 LC,20,Glendora
5/30/13,AQS,60370016,3,9.4,ug/m3 LC,39,Glendora
5/31/13,AQS,60370016,3,15.4,ug/m3 LC,58,Glendora
6/1/13,AQS,60370016,3,18.6,ug/m3 LC,65,Glendora
6/2/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
6/3/13,AQS,60370016,3,8.5,ug/m3 LC,35,Glendora
6/4/13,AQS,60370016,3,7.9,ug/m3 LC,33,Glendora
6/5/13,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
6/6/13,AQS,60370016,3,12.3,ug/m3 LC,51,Glendora
6/7/13,AQS,60370016,3,16.8,ug/m3 LC,61,Glendora
6/8/13,AQS,60370016,3,13,ug/m3 LC,53,Glendora
6/9/13,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
6/10/13,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
6/11/13,AQS,60370016,3,4.4,ug/m3 LC,18,Glendora
6/12/13,AQS,60370016,3,10.7,ug/m3 LC,45,Glendora
6/13/13,AQS,60370016,3,13.2,ug/m3 LC,53,Glendora
6/14/13,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
6/15/13,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
6/16/13,AQS,60370016,3,15.2,ug/m3 LC,58,Glendora
6/17/13,AQS,60370016,3,13.6,ug/m3 LC,54,Glendora
6/18/13,AQS,60370016,3,14.1,ug/m3 LC,55,Glendora
6/19/13,AQS,60370016,3,9.6,ug/m3 LC,40,Glendora
6/20/13,AQS,60370016,3,10.2,ug/m3 LC,43,Glendora
6/21/13,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
6/22/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
6/23/13,AQS,60370016,3,13.5,ug/m3 LC,54,Glendora
6/24/13,AQS,60370016,3,8.9,ug/m3 LC,37,Glendora
6/25/13,AQS,60370016,3,7.4,ug/m3 LC,31,Glendora
6/26/13,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
6/27/13,AQS,60370016,3,8.9,ug/m3 LC,37,Glendora
6/28/13,AQS,60370016,3,8.6,ug/m3 LC,36,Glendora
6/29/13,AQS,60370016,3,10.6,ug/m3 LC,44,Glendora
6/30/13,AQS,60370016,3,10.1,ug/m3 LC,42,Glendora
7/1/13,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
7/2/13,AQS,60370016,3,9.8,ug/m3 LC,41,Glendora
7/3/13,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
7/4/13,AQS,60370016,3,31.5,ug/m3 LC,92,Glendora
7/5/13,AQS,60370016,3,78.4,ug/m3 LC,163,Glendora
7/6/13,AQS,60370016,3,9.5,ug/m3 LC,40,Glendora
7/7/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
7/8/13,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
7/11/13,AQS,60370016,3,11.3,ug/m3 LC,47,Glendora
7/12/13,AQS,60370016,3,8.3,ug/m3 LC,35,Glendora
7/13/13,AQS,60370016,3,11.6,ug/m3 LC,48,Glendora
7/14/13,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
7/15/13,AQS,60370016,3,12.1,ug/m3 LC,51,Glendora
7/16/13,AQS,60370016,3,7.6,ug/m3 LC,32,Glendora
7/17/13,AQS,60370016,3,6.8,ug/m3 LC,28,Glendora
7/18/13,AQS,60370016,3,11.2,ug/m3 LC,47,Glendora
7/19/13,AQS,60370016,3,18.3,ug/m3 LC,64,Glendora
7/20/13,AQS,60370016,3,17.3,ug/m3 LC,62,Glendora
7/21/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
7/22/13,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/23/13,AQS,60370016,3,10.8,ug/m3 LC,45,Glendora
7/24/13,AQS,60370016,3,8.4,ug/m3 LC,35,Glendora
7/25/13,AQS,60370016,3,12.4,ug/m3 LC,52,Glendora
7/26/13,AQS,60370016,3,14.5,ug/m3 LC,56,Glendora
7/27/13,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
7/28/13,AQS,60370016,3,14.6,ug/m3 LC,56,Glendora
7/29/13,AQS,60370016,3,14.8,ug/m3 LC,57,Glendora
7/30/13,AQS,60370016,3,11.7,ug/m3 LC,49,Glendora
7/31/13,AQS,60370016,3,14.7,ug/m3 LC,56,Glendora
8/1/13,AQS,60370016,3,18.3,ug/m3 LC,64,Glendora
8/2/13,AQS,60370016,3,18.5,ug/m3 LC,64,Glendora
8/3/13,AQS,60370016,3,20.8,ug/m3 LC,69,Glendora
8/4/13,AQS,60370016,3,18.6,ug/m3 LC,65,Glendora
8/5/13,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
8/6/13,AQS,60370016,3,11.5,ug/m3 LC,48,Glendora
8/7/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
8/8/13,AQS,60370016,3,11.3,ug/m3 LC,47,Glendora
8/9/13,AQS,60370016,3,11.4,ug/m3 LC,48,Glendora
8/10/13,AQS,60370016,3,13.5,ug/m3 LC,54,Glendora
8/11/13,AQS,60370016,3,15.7,ug/m3 LC,59,Glendora
8/12/13,AQS,60370016,3,15.1,ug/m3 LC,57,Glendora
8/13/13,AQS,60370016,3,21.5,ug/m3 LC,71,Glendora
8/14/13,AQS,60370016,3,23.7,ug/m3 LC,75,Glendora
8/15/13,AQS,60370016,3,19.2,ug/m3 LC,66,Glendora
8/16/13,AQS,60370016,3,14.9,ug/m3 LC,57,Glendora
8/17/13,AQS,60370016,3,12.7,ug/m3 LC,52,Glendora
8/18/13,AQS,60370016,3,13.7,ug/m3 LC,54,Glendora
8/19/13,AQS,60370016,3,15.6,ug/m3 LC,58,Glendora
8/20/13,AQS,60370016,3,17.8,ug/m3 LC,63,Glendora
8/21/13,AQS,60370016,3,11.6,ug/m3 LC,48,Glendora
8/22/13,AQS,60370016,3,4.9,ug/m3 LC,20,Glendora
8/23/13,AQS,60370016,3,9,ug/m3 LC,38,Glendora
8/24/13,AQS,60370016,3,13.4,ug/m3 LC,54,Glendora
8/25/13,AQS,60370016,3,14.2,ug/m3 LC,55,Glendora
8/26/13,AQS,60370016,3,7.1,ug/m3 LC,30,Glendora
8/27/13,AQS,60370016,3,10.3,ug/m3 LC,43,Glendora
8/28/13,AQS,60370016,3,9.2,ug/m3 LC,38,Glendora
8/29/13,AQS,60370016,3,6.2,ug/m3 LC,26,Glendora
8/30/13,AQS,60370016,3,3.6,ug/m3 LC,15,Glendora
8/31/13,AQS,60370016,3,6,ug/m3 LC,25,Glendora
9/1/13,AQS,60370016,3,4.4,ug/m3 LC,18,Glendora
9/2/13,AQS,60370016,3,7,ug/m3 LC,29,Glendora
9/3/13,AQS,60370016,3,5.6,ug/m3 LC,23,Glendora
9/4/13,AQS,60370016,3,7.6,ug/m3 LC,32,Glendora
9/5/13,AQS,60370016,3,9,ug/m3 LC,38,Glendora
9/6/13,AQS,60370016,3,7.8,ug/m3 LC,33,Glendora
9/7/13,AQS,60370016,3,8.6,ug/m3 LC,36,Glendora
9/8/13,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
9/9/13,AQS,60370016,3,11.9,ug/m3 LC,50,Glendora
9/10/13,AQS,60370016,3,13.9,ug/m3 LC,55,Glendora
9/11/13,AQS,60370016,3,16.2,ug/m3 LC,60,Glendora
9/12/13,AQS,60370016,3,9.9,ug/m3 LC,41,Glendora
9/13/13,AQS,60370016,3,9.7,ug/m3 LC,40,Glendora
9/14/13,AQS,60370016,3,14.6,ug/m3 LC,56,Glendora
9/15/13,AQS,60370016,3,12.2,ug/m3 LC,51,Glendora
9/17/13,AQS,60370016,3,17.1,ug/m3 LC,62,Glendora
9/18/13,AQS,60370016,3,15.5,ug/m3 LC,58,Glendora
9/19/13,AQS,60370016,3,16.3,ug/m3 LC,60,Glendora
9/20/13,AQS,60370016,3,19.8,ug/m3 LC,67,Glendora
9/21/13,AQS,60370016,3,14.2,ug/m3 LC,55,Glendora
9/22/13,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
9/23/13,AQS,60370016,3,6.7,ug/m3 LC,28,Glendora
9/24/13,AQS,60370016,3,6,ug/m3 LC,25,Glendora
9/25/13,AQS,60370016,3,6.4,ug/m3 LC,27,Glendora
9/26/13,AQS,60370016,3,5.9,ug/m3 LC,25,Glendora
9/27/13,AQS,60370016,3,2,ug/m3 LC,8,Glendora
